"ID","mz","RT","MF","category","compound_name","Score","Predict_formula","degree"
29788,734.4605,0,"C41H66O11",0,"Mubenin B",NA,NA,3
29789,734.6424,0,"C46H86O6",0,"TG(14:0/15:0/14:1(9Z))",NA,NA,0
29790,734.6788,0,"C47H90O5",0,"DG(20:0/24:1(15Z)/0:0)",NA,NA,0
29791,734.6941,0,"C51H90O2",0,"CE(24:1(15Z))",NA,NA,0
29792,735.4839,0,"C41H70NO8P",0,"PE(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",NA,NA,0
29793,735.505,0,"C38H74NO10P",0,"PS(16:0/16:0)",NA,NA,7
29794,736.1851,0,"C33H36O19",0,"6-[4-(5,7-dihydroxy-6-{4-hydroxy-6-methyl-5-oxo-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-2-yl}-4-oxo-4H-chromen-2-yl)phenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",NA,NA,3
29795,736.3077,0,"C37H48N6O6S2",0,"Hydroxy Ritonavir",NA,NA,0
29796,736.4762,0,"C41H68O11",0,"Chondrillasterol 3-[glucosyl-(1->4)-glucoside]",NA,NA,3
29797,736.5254,0,"C39H77O10P",0,"PG(a-13:0/i-20:0)",NA,NA,4
29798,736.6581,0,"C46H88O6",0,"TG(14:0/14:0/15:0)",NA,NA,0
29799,736.6945,0,"C47H92O5",0,"DG(20:0/24:0/0:0)",NA,NA,0
29800,736.7097,0,"C51H92O2",0,"CE(24:0)",NA,NA,0
29801,736.9862,0,"C26H19N5O13S4",0,"C.I. Food Black 2",NA,NA,0
29802,737.4996,0,"C41H72NO8P",0,"PE(14:0/22:5(4Z,7Z,10Z,13Z,16Z))",NA,NA,0
29803,737.5051,0,"C37H67N7O8",0,"Ternatin",NA,NA,0
